data_type,continent,country,demographic,signup_date,day,time_period,job_category,posting_date,region,job_type,skill,demo_type,request_date,event_type,query_date,query_type
demographic data,South America,Brazil,Academic,2024/12/20,Tuesday,Morning (6AM-12PM),Marketing,2023/07/22,South America,Contract,JavaScript,Enterprise,2023/09/23,assistant data,2024/11/10,region search
job posting data,North America,USA,Startup,2023/12/08,Wednesday,Evening (6PM-12AM),Product Management,2024/06/08,Africa,Contract,Java,Individual,2023/09/01,job posting data,2024/08/22,job search
assistant data,Africa,South Africa,Small Business,2024/02/08,Saturday,Evening (6PM-12AM),Marketing,2023/05/30,Australia,Full-Time,JavaScript,Enterprise,2024/04/22,assistant data,2024/10/04,category query
promotional event data,Europe,UK,Small Business,2024/07/15,Wednesday,Evening (6PM-12AM),Customer Support,2023/11/09,Africa,Part-Time,Excel,Individual,2023/12/03,job posting data,2023/08/23,region search
user data,Australia,Australia,Small Business,2023/08/12,Saturday,Afternoon (12PM-6PM),Engineering,2023/10/07,North America,Contract,Excel,Small Business,2024/07/20,job posting data,2024/09/13,category query
demographic data,Australia,Australia,Small Business,2024/06/12,Tuesday,Night (12AM-6AM),Marketing,2024/05/09,Europe,Internship,SQL,Small Business,2024/05/18,job posting data,2024/08/30,job search
promotional event data,Europe,UK,Small Business,2023/07/15,Monday,Evening (6PM-12AM),Sales,2024/08/16,Europe,Full-Time,SQL,Enterprise,2024/04/29,promotional event data,2023/11/06,region search
job posting data,Africa,South Africa,Enterprise,2023/05/11,Sunday,Evening (6PM-12AM),Engineering,2023/04/16,Africa,Contract,Python,Enterprise,2024/01/10,job posting data,2024/01/20,region search
job posting data,South America,Chile,Startup,2024/06/22,Monday,Morning (6AM-12PM),Product Management,2023/04/16,North America,Full-Time,JavaScript,Enterprise,2024/10/09,job posting data,2023/05/26,region search
user data,North America,Canada,Small Business,2024/08/09,Monday,Afternoon (12PM-6PM),Product Management,2023/06/01,Australia,Contract,SQL,Individual,2023/12/20,job posting data,2023/05/16,region search
assistant data,Europe,UK,Startup,2023/01/18,Wednesday,Afternoon (12PM-6PM),Sales,2024/03/05,Australia,Part-Time,JavaScript,Small Business,2023/12/31,job posting data,2023/03/21,job search
assistant data,Australia,Australia,Small Business,2023/08/10,Tuesday,Afternoon (12PM-6PM),Product Management,2023/03/08,Africa,Internship,JavaScript,Enterprise,2023/04/06,promotional event data,2024/06/04,job search
job type data,Asia,India,Individual,2023/06/20,Thursday,Morning (6AM-12PM),Engineering,2023/03/27,Australia,Full-Time,Python,Academic,2024/01/29,job posting data,2023/03/01,category query
promotional event data,North America,Mexico,Enterprise,2024/08/04,Tuesday,Afternoon (12PM-6PM),Engineering,2023/05/20,Europe,Part-Time,SQL,Small Business,2023/04/01,promotional event data,2024/12/06,region search
demographic data,North America,Mexico,Enterprise,2023/08/12,Saturday,Morning (6AM-12PM),Customer Support,2024/12/09,Africa,Part-Time,Excel,Small Business,2024/02/06,assistant data,2023/04/05,category query
job posting data,South America,Chile,Enterprise,2023/09/30,Tuesday,Evening (6PM-12AM),Customer Support,2024/10/18,South America,Full-Time,Java,Enterprise,2023/03/08,assistant data,2024/09/24,job search
assistant data,Asia,China,Individual,2024/01/12,Wednesday,Evening (6PM-12AM),Engineering,2024/09/16,Australia,Part-Time,SQL,Individual,2024/04/20,assistant data,2023/12/03,job search
promotional event data,North America,Canada,Academic,2023/06/28,Sunday,Evening (6PM-12AM),Sales,2024/02/06,Asia,Full-Time,Java,Academic,2024/08/09,promotional event data,2024/10/30,job search
promotional event data,Australia,Australia,Individual,2024/01/12,Monday,Morning (6AM-12PM),Sales,2023/11/25,South America,Full-Time,Python,Small Business,2024/08/04,promotional event data,2024/06/05,region search
job posting data,Asia,India,Enterprise,2024/08/26,Monday,Evening (6PM-12AM),Product Management,2024/04/15,Africa,Part-Time,C++,Academic,2023/08/04,promotional event data,2024/11/03,region search
demographic data,Europe,UK,Individual,2024/07/07,Thursday,Night (12AM-6AM),Engineering,2024/12/22,Europe,Part-Time,SQL,Enterprise,2023/02/23,assistant data,2024/06/25,category query
assistant data,South America,Argentina,Academic,2023/06/26,Sunday,Morning (6AM-12PM),Product Management,2023/11/17,Africa,Internship,Excel,Enterprise,2023/11/23,job posting data,2023/07/16,job search
promotional event data,North America,Canada,Small Business,2023/05/01,Tuesday,Afternoon (12PM-6PM),Design,2024/12/13,Africa,Full-Time,JavaScript,Enterprise,2023/09/30,job posting data,2023/08/03,job search
user data,Africa,Nigeria,Startup,2024/06/29,Monday,Evening (6PM-12AM),Product Management,2024/05/17,Europe,Internship,Python,Academic,2023/05/15,job posting data,2024/06/09,region search
job posting data,North America,USA,Startup,2024/11/05,Sunday,Morning (6AM-12PM),Sales,2023/08/28,Asia,Part-Time,JavaScript,Individual,2023/11/01,promotional event data,2024/11/20,category query
user data,Australia,Australia,Startup,2024/05/04,Thursday,Evening (6PM-12AM),Design,2024/07/17,Australia,Full-Time,JavaScript,Enterprise,2023/06/06,assistant data,2024/04/23,category query
job posting data,Asia,China,Enterprise,2024/06/19,Thursday,Afternoon (12PM-6PM),Sales,2023/04/19,South America,Part-Time,Excel,Academic,2023/03/26,promotional event data,2024/09/24,job search
job type data,Australia,Australia,Enterprise,2024/12/05,Friday,Evening (6PM-12AM),Engineering,2023/08/09,Europe,Part-Time,C++,Academic,2024/04/30,job posting data,2024/08/01,category query
job type data,Europe,Germany,Startup,2023/08/14,Thursday,Morning (6AM-12PM),Product Management,2024/04/01,South America,Internship,Python,Individual,2024/03/03,promotional event data,2023/10/09,job search
job type data,South America,Argentina,Enterprise,2023/11/22,Thursday,Evening (6PM-12AM),Product Management,2023/05/09,Africa,Internship,Python,Enterprise,2023/02/24,assistant data,2024/07/02,category query
user data,Europe,UK,Academic,2023/05/06,Tuesday,Night (12AM-6AM),Sales,2024/03/22,Africa,Full-Time,Java,Academic,2024/07/12,assistant data,2023/02/16,job search
job posting data,Asia,China,Individual,2023/01/19,Thursday,Morning (6AM-12PM),Marketing,2024/10/10,Asia,Full-Time,Excel,Individual,2024/11/17,job posting data,2024/11/05,region search
user data,North America,Mexico,Enterprise,2023/02/18,Sunday,Night (12AM-6AM),Marketing,2024/02/02,North America,Contract,JavaScript,Academic,2024/10/16,promotional event data,2023/07/23,region search
job posting data,North America,Mexico,Startup,2023/06/13,Thursday,Night (12AM-6AM),Marketing,2024/05/25,North America,Full-Time,Java,Academic,2024/05/17,promotional event data,2024/09/23,job search
promotional event data,North America,Canada,Small Business,2024/02/03,Thursday,Afternoon (12PM-6PM),Design,2023/09/05,Europe,Internship,Excel,Academic,2024/07/27,job posting data,2024/10/23,region search
job type data,Africa,South Africa,Individual,2024/07/19,Tuesday,Afternoon (12PM-6PM),Engineering,2024/05/26,Africa,Internship,Excel,Academic,2023/12/20,assistant data,2023/09/02,job search
promotional event data,North America,Mexico,Academic,2023/06/01,Wednesday,Night (12AM-6AM),Engineering,2023/05/19,Australia,Full-Time,Java,Individual,2024/09/08,job posting data,2024/07/24,region search
assistant data,Africa,Nigeria,Enterprise,2024/04/10,Sunday,Afternoon (12PM-6PM),Engineering,2023/01/19,Africa,Full-Time,SQL,Small Business,2023/12/03,job posting data,2023/06/11,region search
assistant data,Africa,South Africa,Startup,2024/12/19,Tuesday,Afternoon (12PM-6PM),Design,2024/09/08,Asia,Part-Time,Python,Academic,2024/05/24,job posting data,2023/04/13,category query
job type data,Australia,Australia,Academic,2024/11/10,Wednesday,Afternoon (12PM-6PM),Product Management,2023/01/21,Europe,Full-Time,Java,Academic,2024/06/29,promotional event data,2024/08/25,job search
assistant data,Asia,China,Small Business,2023/03/01,Monday,Night (12AM-6AM),Sales,2024/07/22,Asia,Part-Time,JavaScript,Individual,2024/07/15,assistant data,2024/09/02,job search
assistant data,Australia,Australia,Small Business,2024/08/18,Sunday,Evening (6PM-12AM),Sales,2023/08/12,Europe,Internship,Java,Small Business,2023/10/11,promotional event data,2023/05/14,category query
assistant data,Africa,South Africa,Academic,2024/08/20,Thursday,Evening (6PM-12AM),Design,2024/01/02,South America,Full-Time,C++,Small Business,2023/04/09,job posting data,2023/06/01,job search
demographic data,Australia,Australia,Academic,2023/03/09,Wednesday,Evening (6PM-12AM),Customer Support,2023/07/27,Asia,Full-Time,C++,Small Business,2024/11/09,promotional event data,2024/07/24,category query
assistant data,Australia,Australia,Small Business,2023/06/06,Tuesday,Afternoon (12PM-6PM),Customer Support,2024/07/13,South America,Full-Time,Excel,Enterprise,2024/09/30,assistant data,2024/06/25,region search
job posting data,North America,Mexico,Enterprise,2023/08/06,Sunday,Morning (6AM-12PM),Customer Support,2023/05/01,Africa,Part-Time,C++,Individual,2024/01/19,promotional event data,2023/01/26,job search
job posting data,North America,Canada,Academic,2024/09/09,Friday,Evening (6PM-12AM),Engineering,2024/08/24,Europe,Contract,C++,Individual,2023/07/28,assistant data,2023/09/05,job search
demographic data,Asia,India,Enterprise,2024/03/14,Monday,Afternoon (12PM-6PM),Marketing,2024/03/03,North America,Internship,Python,Small Business,2024/01/14,assistant data,2023/12/21,job search
demographic data,North America,USA,Academic,2023/04/13,Thursday,Afternoon (12PM-6PM),Customer Support,2024/02/24,Asia,Full-Time,JavaScript,Enterprise,2024/06/11,job posting data,2024/05/03,region search
job posting data,North America,Mexico,Enterprise,2024/10/29,Thursday,Evening (6PM-12AM),Design,2023/09/25,North America,Full-Time,JavaScript,Small Business,2023/09/26,promotional event data,2023/12/06,region search
job type data,Australia,Australia,Individual,2024/06/13,Sunday,Morning (6AM-12PM),Engineering,2024/07/10,North America,Internship,JavaScript,Small Business,2024/08/02,job posting data,2024/12/12,category query
user data,South America,Chile,Individual,2024/04/13,Wednesday,Morning (6AM-12PM),Product Management,2024/10/15,Europe,Contract,Java,Academic,2024/04/28,assistant data,2023/11/04,region search
user data,North America,USA,Individual,2023/11/29,Friday,Night (12AM-6AM),Marketing,2023/09/27,Africa,Contract,Python,Small Business,2023/07/10,promotional event data,2023/06/19,category query
job type data,Africa,Nigeria,Individual,2023/02/23,Thursday,Morning (6AM-12PM),Sales,2023/06/05,Europe,Internship,C++,Individual,2023/08/26,job posting data,2024/02/29,region search
assistant data,Africa,South Africa,Academic,2024/08/19,Friday,Evening (6PM-12AM),Sales,2024/10/26,South America,Contract,Excel,Academic,2024/06/15,assistant data,2024/01/18,region search
demographic data,Africa,South Africa,Startup,2023/05/22,Wednesday,Evening (6PM-12AM),Engineering,2024/10/19,Africa,Contract,C++,Small Business,2024/10/03,job posting data,2024/09/21,region search
promotional event data,South America,Chile,Startup,2023/01/27,Monday,Evening (6PM-12AM),Customer Support,2024/09/02,Europe,Full-Time,JavaScript,Small Business,2023/09/11,job posting data,2023/05/16,job search
demographic data,Africa,Nigeria,Academic,2024/04/01,Tuesday,Night (12AM-6AM),Sales,2024/10/12,North America,Part-Time,C++,Small Business,2024/04/01,promotional event data,2024/10/22,job search
promotional event data,South America,Brazil,Individual,2023/03/22,Tuesday,Evening (6PM-12AM),Sales,2023/12/19,South America,Full-Time,Python,Small Business,2024/02/06,promotional event data,2024/08/02,category query
job type data,Africa,South Africa,Small Business,2024/07/09,Monday,Evening (6PM-12AM),Engineering,2023/08/11,North America,Full-Time,Java,Small Business,2024/03/23,job posting data,2024/06/29,region search
user data,Asia,China,Individual,2023/11/10,Friday,Morning (6AM-12PM),Engineering,2023/03/05,North America,Contract,JavaScript,Small Business,2024/12/22,job posting data,2023/07/06,job search
assistant data,North America,Mexico,Small Business,2024/08/14,Saturday,Morning (6AM-12PM),Engineering,2023/06/17,Africa,Part-Time,Java,Enterprise,2023/05/16,promotional event data,2023/11/14,category query
job posting data,Australia,Australia,Enterprise,2024/05/11,Friday,Afternoon (12PM-6PM),Product Management,2023/10/07,South America,Part-Time,C++,Academic,2024/02/20,job posting data,2023/11/11,category query
job type data,South America,Chile,Small Business,2024/12/08,Saturday,Afternoon (12PM-6PM),Sales,2024/08/09,North America,Full-Time,Excel,Individual,2024/11/04,assistant data,2024/04/16,category query
demographic data,South America,Brazil,Small Business,2023/11/26,Tuesday,Night (12AM-6AM),Marketing,2024/03/31,Europe,Full-Time,Excel,Small Business,2023/07/25,promotional event data,2023/06/01,category query
job posting data,Europe,France,Individual,2023/10/20,Sunday,Night (12AM-6AM),Customer Support,2023/06/14,Europe,Part-Time,SQL,Enterprise,2023/10/05,promotional event data,2023/10/31,region search
promotional event data,South America,Brazil,Startup,2024/09/15,Friday,Morning (6AM-12PM),Design,2023/07/11,Europe,Part-Time,Python,Individual,2024/08/02,assistant data,2024/05/25,job search
demographic data,North America,Canada,Small Business,2024/05/25,Wednesday,Night (12AM-6AM),Marketing,2024/11/16,Europe,Contract,C++,Individual,2023/02/08,promotional event data,2024/05/30,region search
demographic data,Europe,France,Enterprise,2024/05/15,Sunday,Afternoon (12PM-6PM),Engineering,2024/12/12,North America,Full-Time,Excel,Academic,2024/04/29,assistant data,2023/08/08,category query
job type data,Africa,Nigeria,Individual,2024/09/16,Wednesday,Evening (6PM-12AM),Design,2024/03/01,South America,Internship,Python,Academic,2024/07/26,job posting data,2023/02/23,region search
promotional event data,North America,Canada,Small Business,2023/11/03,Friday,Night (12AM-6AM),Customer Support,2023/12/24,Europe,Contract,Python,Small Business,2024/01/21,promotional event data,2023/02/18,region search
job type data,Africa,Nigeria,Startup,2023/08/28,Saturday,Evening (6PM-12AM),Product Management,2023/05/24,South America,Part-Time,Java,Academic,2023/07/11,promotional event data,2024/09/30,job search
demographic data,Asia,China,Small Business,2023/10/15,Wednesday,Night (12AM-6AM),Design,2024/04/20,Asia,Full-Time,Python,Academic,2023/01/23,assistant data,2023/10/27,job search
promotional event data,Africa,Nigeria,Academic,2024/02/02,Saturday,Afternoon (12PM-6PM),Sales,2023/08/21,Australia,Contract,JavaScript,Academic,2024/10/28,job posting data,2024/10/30,region search
job type data,North America,Canada,Individual,2023/08/16,Friday,Afternoon (12PM-6PM),Customer Support,2023/04/10,Africa,Full-Time,C++,Small Business,2024/04/24,assistant data,2023/05/17,category query
assistant data,Europe,UK,Individual,2023/11/22,Sunday,Evening (6PM-12AM),Sales,2024/02/09,Europe,Contract,SQL,Enterprise,2023/10/22,assistant data,2024/05/31,category query
job posting data,North America,USA,Academic,2023/08/21,Thursday,Afternoon (12PM-6PM),Engineering,2024/05/31,Europe,Full-Time,Excel,Individual,2024/01/13,assistant data,2024/12/19,category query
user data,North America,Mexico,Individual,2023/01/27,Saturday,Evening (6PM-12AM),Design,2024/03/26,Asia,Contract,Java,Enterprise,2023/12/17,assistant data,2023/10/14,region search
user data,Africa,Nigeria,Individual,2024/05/04,Saturday,Night (12AM-6AM),Customer Support,2023/04/21,Europe,Part-Time,Excel,Academic,2024/12/05,promotional event data,2023/12/30,job search
assistant data,Asia,India,Small Business,2023/05/18,Thursday,Night (12AM-6AM),Engineering,2023/01/24,South America,Contract,Java,Academic,2023/01/25,assistant data,2024/07/11,job search
